Ranitomeya_imitator_049824-RA	protein of unknown function
Ranitomeya_imitator_030512-RA	lnx2
Ranitomeya_imitator_030513-RA	lnx2
Ranitomeya_imitator_028737-RA	protein of unknown function
Ranitomeya_imitator_028739-RA	protein of unknown function
Ranitomeya_imitator_028740-RA	arsh
Ranitomeya_imitator_028738-RA	protein of unknown function
Ranitomeya_imitator_028741-RA	cd99
Ranitomeya_imitator_044402-RA	ccn2
Ranitomeya_imitator_016569-RA	mindy3
Ranitomeya_imitator_016568-RA	sec61g
Ranitomeya_imitator_016570-RA	nmt2
Ranitomeya_imitator_016572-RA	olah
Ranitomeya_imitator_016573-RA	rpl34
Ranitomeya_imitator_016571-RA	acbd7
Ranitomeya_imitator_016576-RA	hspa14
Ranitomeya_imitator_016577-RA	cdnf
Ranitomeya_imitator_016574-RA	meig1
Ranitomeya_imitator_016575-RA	protein of unknown function
Ranitomeya_imitator_016578-RA	fam107b
Ranitomeya_imitator_016579-RA	prpf18
Ranitomeya_imitator_016582-RA	mcm10
Ranitomeya_imitator_016580-RA	sephs1
Ranitomeya_imitator_016581-RA	ucma
Ranitomeya_imitator_040271-RA	protein of unknown function
Ranitomeya_imitator_030679-RA	protein of unknown function
Ranitomeya_imitator_037476-RA	protein of unknown function
Ranitomeya_imitator_047305-RA	protein of unknown function
Ranitomeya_imitator_050497-RA	gucd1
Ranitomeya_imitator_024183-RA	lig3
Ranitomeya_imitator_024185-RA	nupr1
Ranitomeya_imitator_024186-RA	chchd2
Ranitomeya_imitator_024187-RA	protein of unknown function
Ranitomeya_imitator_024184-RA	rffl
Ranitomeya_imitator_036061-RA	nfs1
Ranitomeya_imitator_036062-RA	rbm12
Ranitomeya_imitator_036060-RA	romo1
Ranitomeya_imitator_040658-RA	protein of unknown function
Ranitomeya_imitator_050970-RA	protein of unknown function
Ranitomeya_imitator_039989-RA	znf616
Ranitomeya_imitator_035439-RA	protein of unknown function
Ranitomeya_imitator_035442-RA	protein of unknown function
Ranitomeya_imitator_035440-RA	protein of unknown function
Ranitomeya_imitator_035441-RA	pag1
Ranitomeya_imitator_038427-RA	protein of unknown function
Ranitomeya_imitator_034286-RA	protein of unknown function
Ranitomeya_imitator_034287-RA	protein of unknown function
Ranitomeya_imitator_034288-RA	protein of unknown function
Ranitomeya_imitator_034289-RA	gatad1
Ranitomeya_imitator_034290-RA	ankib1
Ranitomeya_imitator_034291-RA	ankib1
Ranitomeya_imitator_037149-RA	ca2
Ranitomeya_imitator_039386-RA	tbxt
Ranitomeya_imitator_039385-RA	tbxt
Ranitomeya_imitator_043752-RA	protein of unknown function
Ranitomeya_imitator_048590-RA	protein of unknown function
Ranitomeya_imitator_048805-RA	protein of unknown function
Ranitomeya_imitator_044833-RA	protein of unknown function
Ranitomeya_imitator_002949-RA	virma
Ranitomeya_imitator_002946-RA	cd99l2
Ranitomeya_imitator_002947-RA	znf250
Ranitomeya_imitator_002948-RA	glrx
Ranitomeya_imitator_002951-RA	rad54b
Ranitomeya_imitator_002950-RA	fsbp
Ranitomeya_imitator_002952-RA	gem
Ranitomeya_imitator_002954-RA	rbm12b
Ranitomeya_imitator_002953-RA	pdp1
Ranitomeya_imitator_002955-RA	fam92a
Ranitomeya_imitator_002956-RA	triqk
Ranitomeya_imitator_002958-RA	gapdh
Ranitomeya_imitator_002957-RA	protein of unknown function
Ranitomeya_imitator_002959-RA	runx1t1
Ranitomeya_imitator_002960-RA	rpl17
Ranitomeya_imitator_002961-RA	rpl29
Ranitomeya_imitator_002962-RA	slc26a7
Ranitomeya_imitator_002963-RA	rpl7a
Ranitomeya_imitator_002965-RA	otud6b
Ranitomeya_imitator_002964-RA	lrrc69
Ranitomeya_imitator_002966-RA	pip4p2
Ranitomeya_imitator_002968-RA	necab1
Ranitomeya_imitator_002967-RA	c8orf88
Ranitomeya_imitator_002969-RA	ftl1
Ranitomeya_imitator_002970-RA	tmem64
Ranitomeya_imitator_002974-RA	osgin2
Ranitomeya_imitator_002972-RA	decr1
Ranitomeya_imitator_002971-RA	calb1
Ranitomeya_imitator_002975-RA	tubulin
Ranitomeya_imitator_002973-RA	rpl35a
Ranitomeya_imitator_002976-RA	gabpb1
Ranitomeya_imitator_002978-RA	cpne3
Ranitomeya_imitator_002979-RA	rmdn1
Ranitomeya_imitator_002977-RA	hmgb1p1
Ranitomeya_imitator_002980-RA	wwp1
Ranitomeya_imitator_002981-RA	slc7a13
Ranitomeya_imitator_002982-RA	atp6v0d2
Ranitomeya_imitator_002983-RA	ttpa
Ranitomeya_imitator_002984-RA	protein of unknown function
Ranitomeya_imitator_002985-RA	protein of unknown function
Ranitomeya_imitator_002990-RA	prdm13
Ranitomeya_imitator_002989-RA	prdm13
Ranitomeya_imitator_002987-RA	rpl29
Ranitomeya_imitator_002986-RA	protein of unknown function
Ranitomeya_imitator_002988-RA	rpl9
Ranitomeya_imitator_002993-RA	usp45
Ranitomeya_imitator_002994-RA	pnisr
Ranitomeya_imitator_002995-RA	coq3
Ranitomeya_imitator_002991-RA	ccnc
Ranitomeya_imitator_002992-RA	tstd3
Ranitomeya_imitator_002996-RA	gapdh
Ranitomeya_imitator_002997-RA	fbxl4
Ranitomeya_imitator_002998-RA	pou3f2
Ranitomeya_imitator_002999-RA	nsa2
Ranitomeya_imitator_003000-RA	rpl7a
Ranitomeya_imitator_003002-RA	klhl32
Ranitomeya_imitator_003001-RA	rpl9
Ranitomeya_imitator_003004-RA	ndufaf4
Ranitomeya_imitator_003003-RA	gstp1
Ranitomeya_imitator_003005-RA	rpl39
Ranitomeya_imitator_003006-RA	protein of unknown function
Ranitomeya_imitator_003008-RA	ufl1
Ranitomeya_imitator_003007-RA	fhl5
Ranitomeya_imitator_003009-RA	fut9
Ranitomeya_imitator_003010-RA	manea
Ranitomeya_imitator_003011-RA	slc25a36
Ranitomeya_imitator_003012-RA	rpl32
Ranitomeya_imitator_003013-RA	dpy30
Ranitomeya_imitator_003014-RA	epha7
Ranitomeya_imitator_003015-RA	rfk
Ranitomeya_imitator_003016-RA	rps12
Ranitomeya_imitator_003017-RA	map3k7
Ranitomeya_imitator_003018-RA	gapdh
Ranitomeya_imitator_003020-RA	casp8ap2
Ranitomeya_imitator_003019-RA	gja10
Ranitomeya_imitator_003022-RA	lyrm2
Ranitomeya_imitator_003021-RA	polr2k
Ranitomeya_imitator_003023-RA	ankrd6
Ranitomeya_imitator_003027-RA	gabrr2
Ranitomeya_imitator_003025-RA	rragd
Ranitomeya_imitator_003026-RA	ube2j1
Ranitomeya_imitator_003024-RA	ggact
Ranitomeya_imitator_003028-RA	gabrr1
Ranitomeya_imitator_003029-RA	pm20d2
Ranitomeya_imitator_003031-RA	pnrc1
Ranitomeya_imitator_003030-RA	srsf12
Ranitomeya_imitator_003032-RA	rngtt
Ranitomeya_imitator_003033-RA	rpl31
Ranitomeya_imitator_003034-RA	cnr1
Ranitomeya_imitator_003035-RA	spaca1
Ranitomeya_imitator_003039-RA	cfap206
Ranitomeya_imitator_003037-RA	rars2
Ranitomeya_imitator_003038-RA	slc35a1
Ranitomeya_imitator_003036-RA	akirin2
Ranitomeya_imitator_003040-RA	gm136
Ranitomeya_imitator_003045-RA	mob3b
Ranitomeya_imitator_003044-RA	rpl23a
Ranitomeya_imitator_003043-RA	cga
Ranitomeya_imitator_003041-RA	smim8
Ranitomeya_imitator_003042-RA	sumo4
Ranitomeya_imitator_003050-RA	guanine
Ranitomeya_imitator_003047-RA	ifnk
Ranitomeya_imitator_003046-RA	mob3b
Ranitomeya_imitator_003048-RA	rpl10a
Ranitomeya_imitator_003051-RA	rpl7a
Ranitomeya_imitator_003049-RA	rpl10a
Ranitomeya_imitator_003052-RA	lingo2
Ranitomeya_imitator_046875-RA	protein of unknown function
Ranitomeya_imitator_051993-RA	mlh3
Ranitomeya_imitator_051994-RA	eif2b2
Ranitomeya_imitator_043249-RA	protein of unknown function
Ranitomeya_imitator_052217-RA	pkd1l2
Ranitomeya_imitator_013923-RA	dennd2d
Ranitomeya_imitator_013924-RA	cept1
Ranitomeya_imitator_013920-RA	chil3
Ranitomeya_imitator_013925-RA	dram2
Ranitomeya_imitator_013921-RA	gapdh
Ranitomeya_imitator_013922-RA	gapdh
Ranitomeya_imitator_013928-RA	kcna3
Ranitomeya_imitator_013926-RA	cd53
Ranitomeya_imitator_013927-RA	rpl31
Ranitomeya_imitator_013936-RA	slc16a4
Ranitomeya_imitator_013929-RA	kcna2
Ranitomeya_imitator_013930-RA	kcna10
Ranitomeya_imitator_013931-RA	cym
Ranitomeya_imitator_013933-RA	rpl29
Ranitomeya_imitator_013934-RA	prok1
Ranitomeya_imitator_013935-RA	lamtor5
Ranitomeya_imitator_013932-RA	rpl34
Ranitomeya_imitator_013937-RA	rbm15
Ranitomeya_imitator_013941-RA	slc6a17
Ranitomeya_imitator_013943-RA	alx3
Ranitomeya_imitator_013940-RA	kcnc4
Ranitomeya_imitator_013942-RA	ubl4b
Ranitomeya_imitator_013938-RA	rps13
Ranitomeya_imitator_013939-RA	ndufa3
Ranitomeya_imitator_013947-RA	eps8l3
Ranitomeya_imitator_013946-RA	csf1
Ranitomeya_imitator_013945-RA	ahcyl1
Ranitomeya_imitator_013944-RA	strip1
Ranitomeya_imitator_013948-RA	gstm5
Ranitomeya_imitator_013952-RA	ampd2
Ranitomeya_imitator_013955-RA	gpr61
Ranitomeya_imitator_013954-RA	gnai3
Ranitomeya_imitator_013953-RA	gnat2
Ranitomeya_imitator_013956-RA	cyb561d1
Ranitomeya_imitator_013950-RA	gstm6
Ranitomeya_imitator_013951-RA	gstm3
Ranitomeya_imitator_013949-RA	gstm3
Ranitomeya_imitator_013963-RA	kiaa1324
Ranitomeya_imitator_013961-RA	sars
Ranitomeya_imitator_013959-RA	mybphl
Ranitomeya_imitator_013960-RA	psrc1
Ranitomeya_imitator_013958-RA	psma5
Ranitomeya_imitator_013957-RA	sypl2
Ranitomeya_imitator_013962-RA	cyb5b
Ranitomeya_imitator_013968-RA	wdr47
Ranitomeya_imitator_013969-RA	gpsm2
Ranitomeya_imitator_013964-RA	uncharacterized
Ranitomeya_imitator_013967-RA	taf13
Ranitomeya_imitator_013965-RA	cox6b1
Ranitomeya_imitator_013966-RA	protein of unknown function
Ranitomeya_imitator_013970-RA	prpf38b
Ranitomeya_imitator_013971-RA	henmt1
Ranitomeya_imitator_013972-RA	fam102b
Ranitomeya_imitator_013973-RA	rpl21
Ranitomeya_imitator_013975-RA	slc25a24
Ranitomeya_imitator_013974-RA	slc25a24
Ranitomeya_imitator_013976-RA	mrps17
Ranitomeya_imitator_013977-RA	prmt6
Ranitomeya_imitator_013978-RA	protein of unknown function
Ranitomeya_imitator_013980-RA	rpl23a
Ranitomeya_imitator_013979-RA	protein of unknown function
Ranitomeya_imitator_037792-RA	protein of unknown function
Ranitomeya_imitator_016900-RA	wdr13
Ranitomeya_imitator_016892-RA	slc38a5
Ranitomeya_imitator_016897-RA	porcn
Ranitomeya_imitator_016901-RA	was
Ranitomeya_imitator_016902-RA	suv39h1
Ranitomeya_imitator_016895-RA	ftsj1
Ranitomeya_imitator_016898-RA	ebp
Ranitomeya_imitator_016899-RA	rbm3
Ranitomeya_imitator_016896-RA	rpl31
Ranitomeya_imitator_016894-RA	rpl29
Ranitomeya_imitator_016893-RA	rpl29
Ranitomeya_imitator_016905-RA	hdac6
Ranitomeya_imitator_016912-RA	kcnd1
Ranitomeya_imitator_016913-RA	tfe3
Ranitomeya_imitator_016911-RA	otud5
Ranitomeya_imitator_016904-RA	gata1
Ranitomeya_imitator_016910-RA	pim2
Ranitomeya_imitator_016908-RA	pqbp1
Ranitomeya_imitator_016907-RA	pcsk1n
Ranitomeya_imitator_016909-RA	slc35a2
Ranitomeya_imitator_016906-RA	eras
Ranitomeya_imitator_016903-RA	glod5
Ranitomeya_imitator_016922-RA	cacna1f
Ranitomeya_imitator_016914-RA	ccdc120
Ranitomeya_imitator_016923-RA	ccdc22
Ranitomeya_imitator_016920-RA	prickle3
Ranitomeya_imitator_016917-RA	gpkow
Ranitomeya_imitator_016924-RA	foxp3
Ranitomeya_imitator_016916-RA	wdr45
Ranitomeya_imitator_016918-RA	magix
Ranitomeya_imitator_016921-RA	syp
Ranitomeya_imitator_016926-RA	rpl3
Ranitomeya_imitator_016915-RA	praf2
Ranitomeya_imitator_016919-RA	plp2
Ranitomeya_imitator_016925-RA	snrpc
Ranitomeya_imitator_016927-RA	rpl3
Ranitomeya_imitator_016929-RA	usp22
Ranitomeya_imitator_016928-RA	fus
Ranitomeya_imitator_016930-RA	protein of unknown function
Ranitomeya_imitator_016931-RA	akap4
Ranitomeya_imitator_016932-RA	dgkk
Ranitomeya_imitator_016933-RA	cpsf4
Ranitomeya_imitator_016935-RA	bmp15
Ranitomeya_imitator_016934-RA	crip2
Ranitomeya_imitator_016936-RA	nudt10
Ranitomeya_imitator_016938-RA	protein of unknown function
Ranitomeya_imitator_016937-RA	protein of unknown function
Ranitomeya_imitator_049347-RA	iglv5-52
Ranitomeya_imitator_028961-RA	rbm12b
Ranitomeya_imitator_028962-RA	rbm12
Ranitomeya_imitator_028958-RA	tmem67
Ranitomeya_imitator_028959-RA	tmem67
Ranitomeya_imitator_028960-RA	rbm12b2
Ranitomeya_imitator_028963-RA	protein of unknown function
Ranitomeya_imitator_038328-RA	protein of unknown function
Ranitomeya_imitator_047375-RA	trav13-1
Ranitomeya_imitator_031750-RA	protein of unknown function
Ranitomeya_imitator_031751-RA	kdm4b
Ranitomeya_imitator_031957-RA	protein of unknown function
Ranitomeya_imitator_031960-RA	rita1
Ranitomeya_imitator_031963-RA	tpcn1
Ranitomeya_imitator_031964-RA	tpcn1
Ranitomeya_imitator_031965-RA	tpcn1
Ranitomeya_imitator_031958-RA	protein of unknown function
Ranitomeya_imitator_031959-RA	ddx54
Ranitomeya_imitator_031961-RA	iqcd
Ranitomeya_imitator_031962-RA	iqcd
Ranitomeya_imitator_042595-RA	protein of unknown function
Ranitomeya_imitator_032718-RA	uqcrc1
Ranitomeya_imitator_032720-RA	col7a1
Ranitomeya_imitator_032721-RA	col7a1
Ranitomeya_imitator_032722-RA	col7a1
Ranitomeya_imitator_032723-RA	copg1
Ranitomeya_imitator_032724-RA	hmces
Ranitomeya_imitator_032725-RA	hist2h2ab
Ranitomeya_imitator_032719-RA	protein of unknown function
Ranitomeya_imitator_032728-RA	rab7a
Ranitomeya_imitator_032727-RA	h1fx
Ranitomeya_imitator_032726-RA	protein of unknown function
Ranitomeya_imitator_038950-RA	protein of unknown function
Ranitomeya_imitator_050546-RA	protein of unknown function
Ranitomeya_imitator_029052-RA	idh2
Ranitomeya_imitator_029055-RA	arpin
Ranitomeya_imitator_029056-RA	ap3s2
Ranitomeya_imitator_029053-RA	znf710
Ranitomeya_imitator_029054-RA	protein of unknown function
Ranitomeya_imitator_034147-RA	luc7l
Ranitomeya_imitator_034145-RA	mrpl28
Ranitomeya_imitator_034146-RA	fam234a
Ranitomeya_imitator_034148-RA	protein of unknown function
Ranitomeya_imitator_034149-RA	hbb2
Ranitomeya_imitator_034150-RA	protein of unknown function
Ranitomeya_imitator_041634-RA	gprc5d
Ranitomeya_imitator_041636-RA	protein of unknown function
Ranitomeya_imitator_041635-RA	protein of unknown function
Ranitomeya_imitator_033829-RA	anp32b
Ranitomeya_imitator_033828-RA	protein of unknown function
Ranitomeya_imitator_033830-RA	protein of unknown function
Ranitomeya_imitator_031392-RA	protein of unknown function
Ranitomeya_imitator_031394-RA	protein of unknown function
Ranitomeya_imitator_031393-RA	protein of unknown function
Ranitomeya_imitator_043014-RA	protein of unknown function
Ranitomeya_imitator_043015-RA	protein of unknown function
Ranitomeya_imitator_043016-RA	protein of unknown function
Ranitomeya_imitator_036208-RA	protein of unknown function
Ranitomeya_imitator_036209-RA	protein of unknown function
Ranitomeya_imitator_036210-RA	protein of unknown function
Ranitomeya_imitator_036212-RA	protein of unknown function
Ranitomeya_imitator_036211-RA	protein of unknown function
Ranitomeya_imitator_043717-RA	protein of unknown function
Ranitomeya_imitator_043716-RA	protein of unknown function
Ranitomeya_imitator_051255-RA	or4q3
Ranitomeya_imitator_036554-RA	epha5
Ranitomeya_imitator_039298-RA	piwil1
Ranitomeya_imitator_031807-RA	ogfod1
Ranitomeya_imitator_031813-RA	protein of unknown function
Ranitomeya_imitator_031805-RA	amfr
Ranitomeya_imitator_031806-RA	nudt21
Ranitomeya_imitator_031808-RA	bbs2
Ranitomeya_imitator_031809-RA	htr3a
Ranitomeya_imitator_031810-RA	htr3c
Ranitomeya_imitator_031811-RA	protein of unknown function
Ranitomeya_imitator_031812-RA	htr3b
Ranitomeya_imitator_034524-RA	exd1
Ranitomeya_imitator_034525-RA	exd1
Ranitomeya_imitator_045541-RA	chfr
Ranitomeya_imitator_045748-RA	lama2
Ranitomeya_imitator_028970-RA	hnrnpab
Ranitomeya_imitator_028971-RA	nme5
Ranitomeya_imitator_028972-RA	protein of unknown function
Ranitomeya_imitator_039628-RA	protein of unknown function
Ranitomeya_imitator_049468-RA	protein of unknown function
Ranitomeya_imitator_033572-RA	ercc6l2
Ranitomeya_imitator_033573-RA	ercc6l2
Ranitomeya_imitator_033574-RA	ercc6l2
Ranitomeya_imitator_033575-RA	protein of unknown function
Ranitomeya_imitator_033576-RA	protein of unknown function
Ranitomeya_imitator_042282-RA	tgm3
Ranitomeya_imitator_042283-RA	protein of unknown function
Ranitomeya_imitator_039598-RA	csf2rb
Ranitomeya_imitator_039601-RA	protein of unknown function
Ranitomeya_imitator_039599-RA	protein of unknown function
Ranitomeya_imitator_039600-RA	tst
Ranitomeya_imitator_049107-RA	cyp2g1
Ranitomeya_imitator_038955-RA	fshb
Ranitomeya_imitator_051502-RA	protein of unknown function
Ranitomeya_imitator_045172-RA	protein of unknown function
Ranitomeya_imitator_045173-RA	gli4
Ranitomeya_imitator_051098-RA	protein of unknown function
Ranitomeya_imitator_045900-RA	mpzl1
Ranitomeya_imitator_046461-RA	rpl19
Ranitomeya_imitator_043505-RA	engase
Ranitomeya_imitator_043506-RA	engase
Ranitomeya_imitator_034282-RA	tes
Ranitomeya_imitator_037687-RA	protein of unknown function
Ranitomeya_imitator_037686-RA	rtn4r
Ranitomeya_imitator_042201-RA	arrb1
Ranitomeya_imitator_028216-RA	protein of unknown function
Ranitomeya_imitator_028218-RA	protein of unknown function
Ranitomeya_imitator_028215-RA	protein of unknown function
Ranitomeya_imitator_028217-RA	protein of unknown function
Ranitomeya_imitator_051743-RA	stk_23830
Ranitomeya_imitator_044678-RA	protein of unknown function
Ranitomeya_imitator_050819-RA	protein of unknown function
Ranitomeya_imitator_038412-RA	unc45b
Ranitomeya_imitator_047058-RA	protein of unknown function
Ranitomeya_imitator_047059-RA	protein of unknown function
Ranitomeya_imitator_037188-RA	protein of unknown function
Ranitomeya_imitator_037189-RA	protein of unknown function
Ranitomeya_imitator_036636-RA	protein of unknown function
Ranitomeya_imitator_036637-RA	protein of unknown function
Ranitomeya_imitator_044567-RA	protein of unknown function
Ranitomeya_imitator_028781-RA	protein of unknown function
Ranitomeya_imitator_028783-RA	protein of unknown function
Ranitomeya_imitator_028782-RA	chodl
Ranitomeya_imitator_042097-RA	protein of unknown function
Ranitomeya_imitator_028172-RA	wdfy1
Ranitomeya_imitator_028173-RA	protein of unknown function
Ranitomeya_imitator_028174-RA	ap1s3
Ranitomeya_imitator_028175-RA	secretogranin-2
Ranitomeya_imitator_045909-RA	protein of unknown function
Ranitomeya_imitator_033922-RA	protein of unknown function
Ranitomeya_imitator_033921-RA	slc6a5
Ranitomeya_imitator_045335-RA	crym
Ranitomeya_imitator_050283-RA	tmem41b
Ranitomeya_imitator_049148-RA	protein of unknown function
Ranitomeya_imitator_049149-RA	protein of unknown function
Ranitomeya_imitator_050991-RA	protein of unknown function
Ranitomeya_imitator_051079-RA	dhrs4
Ranitomeya_imitator_043809-RA	pdlim1
Ranitomeya_imitator_048602-RA	lrwd1
Ranitomeya_imitator_027615-RA	protein of unknown function
Ranitomeya_imitator_027616-RA	protein of unknown function
Ranitomeya_imitator_020571-RA	protein of unknown function
Ranitomeya_imitator_027994-RA	fam78a
Ranitomeya_imitator_027996-RA	protein of unknown function
Ranitomeya_imitator_027998-RA	protein of unknown function
Ranitomeya_imitator_027999-RA	protein of unknown function
Ranitomeya_imitator_027995-RA	nup214
Ranitomeya_imitator_027997-RA	aif1l
Ranitomeya_imitator_027993-RA	plpp7
Ranitomeya_imitator_042555-RA	protein of unknown function
Ranitomeya_imitator_040631-RA	protein of unknown function
Ranitomeya_imitator_035043-RA	protein of unknown function
Ranitomeya_imitator_035042-RA	nr5a2
Ranitomeya_imitator_044561-RA	unc80
Ranitomeya_imitator_044559-RA	unc80
Ranitomeya_imitator_044560-RA	unc80
Ranitomeya_imitator_014235-RA	gapdh
Ranitomeya_imitator_014236-RA	rps25
Ranitomeya_imitator_014237-RA	colec10
Ranitomeya_imitator_014238-RA	mal2
Ranitomeya_imitator_014239-RA	enpp2
Ranitomeya_imitator_014240-RA	dscc1
Ranitomeya_imitator_014244-RA	deptor
Ranitomeya_imitator_014242-RA	rpl7
Ranitomeya_imitator_014241-RA	h3f3c
Ranitomeya_imitator_014245-RA	eif1
Ranitomeya_imitator_014243-RA	rpl7a
Ranitomeya_imitator_014246-RA	col14a1
Ranitomeya_imitator_014248-RA	mtbp
Ranitomeya_imitator_014247-RA	mrpl13
Ranitomeya_imitator_014249-RA	has2
Ranitomeya_imitator_014250-RA	slc22a22
Ranitomeya_imitator_014251-RA	slc25a5
Ranitomeya_imitator_014260-RA	atad2
Ranitomeya_imitator_014256-RA	tbc1d31
Ranitomeya_imitator_014252-RA	zhx2
Ranitomeya_imitator_014259-RA	zhx1
Ranitomeya_imitator_014257-RA	fam83a
Ranitomeya_imitator_014258-RA	uncharacterized
Ranitomeya_imitator_014253-RA	derl1
Ranitomeya_imitator_014255-RA	rpl31
Ranitomeya_imitator_014254-RA	protein of unknown function
Ranitomeya_imitator_032231-RA	gria2
Ranitomeya_imitator_032232-RA	gria2
Ranitomeya_imitator_044780-RA	lysozyme
Ranitomeya_imitator_027501-RA	protein of unknown function
Ranitomeya_imitator_027502-RA	pdzd11
Ranitomeya_imitator_027504-RA	protein of unknown function
Ranitomeya_imitator_027498-RA	protein of unknown function
Ranitomeya_imitator_027499-RA	kif4
Ranitomeya_imitator_027500-RA	kif4
Ranitomeya_imitator_027503-RA	stard10
Ranitomeya_imitator_027505-RA	rab6b
Ranitomeya_imitator_027506-RA	arr3
Ranitomeya_imitator_048078-RA	protein of unknown function
Ranitomeya_imitator_050812-RA	protein of unknown function
Ranitomeya_imitator_023158-RA	tra2a
Ranitomeya_imitator_023160-RA	protein of unknown function
Ranitomeya_imitator_023161-RA	igf2bp3-b
Ranitomeya_imitator_023163-RA	fam221a
Ranitomeya_imitator_023159-RA	protein of unknown function
Ranitomeya_imitator_023162-RA	malsu1
Ranitomeya_imitator_023164-RA	qnr-71
Ranitomeya_imitator_023165-RA	gpnmb
Ranitomeya_imitator_023166-RA	nupl2
Ranitomeya_imitator_023167-RA	klhl7
Ranitomeya_imitator_042700-RA	gal3st2
Ranitomeya_imitator_036514-RA	protein of unknown function
Ranitomeya_imitator_036515-RA	asb2
Ranitomeya_imitator_036512-RA	otub2
Ranitomeya_imitator_036513-RA	protein of unknown function
Ranitomeya_imitator_036516-RA	protein of unknown function
Ranitomeya_imitator_036511-RA	ddx24
Ranitomeya_imitator_029341-RA	protein of unknown function
Ranitomeya_imitator_029342-RA	mmgt1-b
Ranitomeya_imitator_029339-RA	protein of unknown function
Ranitomeya_imitator_029340-RA	slc9a6
Ranitomeya_imitator_029343-RA	ints6
Ranitomeya_imitator_043667-RA	protein of unknown function
Ranitomeya_imitator_039568-RA	fam135a
Ranitomeya_imitator_039569-RA	fam135a
Ranitomeya_imitator_036939-RA	protein of unknown function
Ranitomeya_imitator_036940-RA	protein of unknown function
Ranitomeya_imitator_026083-RA	klhl32
Ranitomeya_imitator_026085-RA	protein of unknown function
Ranitomeya_imitator_026087-RA	protein of unknown function
Ranitomeya_imitator_026084-RA	mms22l
Ranitomeya_imitator_026086-RA	mms22l
Ranitomeya_imitator_026088-RA	mms22l
Ranitomeya_imitator_026089-RA	protein of unknown function
Ranitomeya_imitator_048148-RA	pold3
Ranitomeya_imitator_051686-RA	protein of unknown function
Ranitomeya_imitator_051938-RA	protein of unknown function
Ranitomeya_imitator_050644-RA	protein of unknown function
Ranitomeya_imitator_040703-RA	dapk2
Ranitomeya_imitator_051544-RA	dpt
Ranitomeya_imitator_051709-RA	protein of unknown function
Ranitomeya_imitator_042120-RA	sdk2
Ranitomeya_imitator_042121-RA	sdk2
Ranitomeya_imitator_042122-RA	sdk2
Ranitomeya_imitator_031635-RA	acsm3
Ranitomeya_imitator_031636-RA	acsm3
Ranitomeya_imitator_031639-RA	rexo5
Ranitomeya_imitator_031641-RA	protein of unknown function
Ranitomeya_imitator_031637-RA	eri2
Ranitomeya_imitator_031638-RA	eri2
